Image_name,Processed_Text,True_Label,political_specific_count,political_specific_ratio,LR_Prediction,LR_Correct,NN_Prediction,NN_Correct,All_Models_Agree,Majority_Vote
train0901.jpg,"দোস্ত! আমার নামতো লাল মিয়ী কিন্তু ভূলে কার্ড তে বাল মিয়া আসছে ফইন্নি ডালতো, এবার নির্বাচন অফিসে গিয়ে বল স্যার, আমার বাল কেটে লাল করে দিন",NonPolitical,2,0.07692307692307693,Political,False,Political,False,True,Political
train1476.jpg,kerala কলেছওবাসাদা শুটকিঅথবামুটকি পড়াশোনা এমনজিনিস মারোসবারপুটকি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0547.jpg,when you touch your phone for after hours studying and your mom starts চিল্লাচিল্লি ণপ হশলায় দিশগট আল্লাহ! তোমার কাছে বিচার দিলাম,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2853.jpg,বেবিস্ট্যণ্ড দুষ্টপড় rngailecaoasubu কান্দপড়,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2803.jpg,"হ্যাঁ, সব এগুলৌও কি বেচে দাও বেচে দেব? বত iewuiitizia",Political,2,0.2,Political,True,Political,True,True,Political
train1292.jpg,ঢু দোস্ত্য তোর জিএফ টাসুনদর হটও আসে ওরসাথে তোরী breakup হয়নাই এখনো কিকিইলি কিছুনার দৌসযঞ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1274.jpg,যখন কোন মেয়ে আমার ডিপি তে লাভ রিয়েক্ট দেয় আমি lalehiiie die,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2256.jpg,কেউ দেখতাছে না যাই গোলপোস্ট টার দূরত্ব টা কমায়া নেই ঞতুঝ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0079.jpg,কেউ আমাদেরে দাবায়ে রাখতে পারবা না,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2485.jpg,আম্মু চানাচুর শেষ করছে কে? nepali,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1375.jpg,টাইম মেশিন দিয়ে অতীতেযাওয়া আভি পডালেখ আবিষ্কারক,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1999.jpg,যখন তূনি পরীক্ষীর প্রথন প্রশ্লটি পড়ৌ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2357.jpg,যখন বাসার বুয়া প্রেগন্যান্ট হয়ে যায় ciiiiedire,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1639.jpg,আঁজ তোমার পরীক্ষা ভগবান bill passmanks কাতারে?,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2586.jpg,আমাদের সমাজকে এই শিক্ষা দিতে হবে যে আমি তোমার সাথে একমত নই তারমানে এই নয় আমি তোমাকে ঘৃনা করি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2690.jpg,whatsyourachlevenentin this wurllouy shelter,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1459.jpg,এই বছরের সেরা কর্মচারী গিয়ভতে নিজের ডিম থাকুক বা না থাকুক মীলিকের ডিম যেন নষ্ট নী হ্য,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1608.jpg,ইন্ডিয়ান ওয়েলে চাকরির চিরকুট বিলি করছে সিপেএম indianan file,Political,0,0.0,NonPolitical,False,NonPolitical,False,True,NonPolitical
train0918.jpg,হিন্দি ছবিতে অভিনয করতে আপনার কাছে কোন কাজটি সবচেয়ে বেশি কঠিন মনে হয়? জামাকাপড় পড়ে অভিনয করা kristi kerveaaeeet,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0420.jpg,মা বাবা এইটাই ঔষুধ খেয়ে নাও ছেলে নামাখাবো না লে বীবী মা sealed,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1188.jpg,একেবারে সেহেরী খেয়ে ঘুমানোর প্লান করা আমি ঠিক টায় ঘুমায় যাওযা আমি ঘুম থেকে টেনে তুলে টেবিলে বসানো আমি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1679.jpg,সাইকোপ্যাথ সিরিয়াল কিলর যারা দেড়বছরপর স্কুলে যেয়ে স্কুল পালায়,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0687.jpg,স্যার রোল পিছনের বেঞচে বসা আমি প্রেগন্যান্ট স্যার teacher whole class,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0263.jpg,রোজার আগে মাগরিব আমাদের জন্য অপেক্ষা করে! india আর রোজার সময়আমরামোগরিব এর জন্য অপেক্ষা করি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2539.jpg,ভ্যাট নিয়া সবাই আন্দোলন করছে কি করা যায় এখন? ধামাচাপা দেন কমান ভ্যাট বাদ দেন baniglatroll.gom খমুকি! bacilli rig ধুরুশলী তাইলে,Political,1,0.047619047619047616,Political,True,Political,True,True,Political
train0134.jpg,তমন নী সং ভাবে অনলাইনে হাফ ইয়ালি পরিক্ষা দাওয়ার পর আমার আমার বন্ধুদের খাতা babarafi কিছু,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1974.jpg,ছাৎলীগ like চাষীবাঞর ধানকাটারসময় অন্যীন্যসনয়,Political,0,0.0,NonPolitical,False,NonPolitical,False,True,NonPolitical
train0259.jpg,আগে শুধু আমরা মানুষের হৃদয জয় করতাম আর ত্রেখন baiza sanctum হৃদয় এর সাথে সাথেসিরিজও করি জয়,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0872.jpg,তোমার মা কীতমাকে খুব বকাবকি করছে? আর সহ্যাহেচ্ছেনা?ঝগড়া করতেইহেবে? meme মোএরসাথে ঝগড়া করনা বাড়িথেকে বেড়িয়ে যাও মাপানর দেখবে মা নিজেই তোমাকে ফোন করে করে বাড়ি ফেরানোর জন্য পিছনে লেগে পড়বে,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0003.jpg,তুমিকেখা নাবলল বুকে অনেক ব্যখাহেয় ঠিক মত পানি খাও এটা গ্যাস্রিকের ব্যথা,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2551.jpg,জমি ব্যবহারিক খাতা ওকে নিয়ে আযি এখন কোথায় যাবো?,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2561.jpg,buxom chocolatekhabl com একটী মেয়েকে প্রপৌজ করসিলাম from chocolatekhabl hafiz সাথে সাথেই হা বলে দিসিলো you chocolatekhabi কিন্তু সে হা বলসিল তিনবারী হা হা হা,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0647.jpg,বয়ফ্রেন্ড গরলফ্রেন্ডক বলছে তোমার চোখে আমি পুরো পৃথিবী দেখতে পাই পশদিয়ে এক লোকহেঁটেঘাচ্ছিলো বললো bangle jokes funny pictures ভাই দেখেন তোফার্মগেটে জ্যিমিআছে নাকি?,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0530.jpg,mdnulhal হ্যা খালা আমরা উঠছি আপনেরাও উঠেন,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2337.jpg,চাকরি চলোচাকরি,Political,1,0.5,Political,True,Political,True,True,Political
train2480.jpg,"আমিরি হয়ে যাঁছিয? jaaasss মোনা, তুয়িআমার barbie doll থেঁদে bear হয়ে যাচ্ছৃঃত korngasss ব্রৌকু শোটা teddy",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1689.jpg,তুমিযদি এইকাজটি করেথাকো device corrfliees weird wait for rules তাহলে তোমার শৈশব অনেক জোশছিলো this passed,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2126.jpg,winter here bic winterishere say winter here,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1634.jpg,কাঠালের চেয়ে কাঠালের বিচি বেশী মজা fulani and that fact mene,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0989.jpg,নিজের ঢাক নিজে পেটানোর খরচকঙ জানেন লালমোহন বাবু? নিজের ঢাক পেটাতে আবার টাকা লাগে নাকি! ক্লাবপ্রতি মাত্র ষাট হাজার,Political,1,0.05263157894736842,Political,True,Political,True,True,Political
train2810.jpg,top photoshop hotcehce his friday hen and you find biriyani the table anuran জদদ সবারআকআমি আমার আম্মাজানবে চিনি comments shares like comment share friday,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2194.jpg,বিদেশেররাস্তায় কয়েক মিনিটে বৃষ্টির পানি গায়েব দেশের রাস্তায় fajita কয়েক মিনিটে বৃষ্টির পানিতে রাস্তা গোয়েব,NonPolitical,1,0.06666666666666667,Political,False,Political,False,True,Political
train2179.jpg,প্রশ্নপত্র রিপিট হবে না ভেবে ike aware mmairaila ইন্ডিয়া টিম আজকেও মোস্তাফিজকে স্টাডি করে আসে নাই!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0164.jpg,cation and ministry education intermediate and secondary education boards bangladesh edit exarriinuiion year select one board select one roll reg reset subunit ডিরকী ওয়েবেরী চেয়েও educailcn টলিটক ভয়ানক ওয়েবসাইট,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2181.jpg,"বৃষ্টিহিয়না কেন? কি করায়ায় সেমিস্টার ফাইনাল, সে তো এক বিভীষিকার নাম ন্যাডানম নেঘকেনড়াদি দেখেন",Political,0,0.0,NonPolitical,False,NonPolitical,False,True,NonPolitical
train1584.jpg,গত দুইবছরে পরিমান বাঁশ খাইড়ি তা ক্যালকুলেটরে হিসার করলে গচড খৎ pig heefhuii,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1394.jpg,সেমিস্টার ফাইলাল সে তো এক বিভাবিকার নাম আগে মেয়েরা ছেলেদের ইমপ্রেসকরার জন্য চোখে কাজল দিত খোঁপায় ফুলবাঁধত এখন মেয়েরা ছেলেদের ইমপ্রেসকরার জন্য ফুটবল খেলা দেখে,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1371.jpg,দেশপ্রিয় প্যান্ডেলেঢোকার আগে onoupo memos প্যন্ডল থেকেরনোরপরে পার্কে,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2080.jpg,পকেট থেকে টাকার নোট করতে গিয়ে ভুলে টাকার নোট বের করে ফেললাম আমার বহুরা,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0595.jpg,গোঁ কদিনী ঘবভ লোকজন্য আমাদেন মাচে কেদ? সরাই এপদ ঢিরনট আর গাড়ি নিযে পডেঢে আমাদয ঢাহাব শাডর দেগা মল পেছে veii,Political,1,0.047619047619047616,Political,True,Political,True,True,Political
train2524.jpg,আমি আম্মু ঈদের সালামি দিবা না? আম্মু ভাতখা! চাইলাম কী? কইলো কীঃ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0163.jpg,"ফইন্নীর পুত,পড়ছ না ক্যারে? আব্বী তুমি এত গালি দাও ক্যারে priyosha ভুল হইয়া গেছেরে ফইন্নীর পুত ফইন্নীর ঘরের ফইন্নি আর গাইলামুনা তোরে",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2456.jpg,late অনন্তভাইয়া আনার একটা ব্রাজিলেরজার্সি লাগবে com etokhushi কোনটীনিবা হলুদ নানীল? জি ভাইয়া গোলাপী laski kereeeeeeee,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1468.jpg,টাইম মেশিন দিয়ে অতীতেযাওয়া আভি পডালেখ আবিষ্কারক,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1149.jpg,নে এটইচএসসি পরীষষা শু ছবে ফুটবল লাভার এইচএসসি ক্যান্ডিডেটঃ sulerlu,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2570.jpg,সাকিব যদি এই বিশ্বের সেরা অলরাউন্ডার হয় তবে জাদেজা এই মহাবিশ্রের সেরা অলরাউন্ডার!!! bangles জাদেজারে ঠিক চিনি না কিন্তু আসল কথা হল অন্য গ্রহে ক্রিকেটারআবিষ্কার কইরাও নোবেল পাইলেন না কেন??,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2070.jpg,সেই বিব্রতৃকর paula যখন ফেসবুক চালানোর সময় পিছন থেকে কেউ উকি দিয়ে দেখে মুহূর্ত,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0651.jpg,জাতীয় পাঠ্য বইয়ে সৃজনশীলতা আনতে গিয়ে নাস্তিকতা ঢুকিয়ে দেওয়ার পর! আওয়ামিলীগ জনগণঃ আপনে আমাদের যতটা খারাপ ভাবেন আমরা কিন্তু অতটা খারাপ না,Political,2,0.09090909090909091,Political,True,Political,True,True,Political
train2681.jpg,com mohammad shameful island বাংলীদেশী ভীরত ভাইভোহ,Political,0,0.0,NonPolitical,False,NonPolitical,False,True,NonPolitical
train1256.jpg,প্রুরান ঢাকার ইফতার খাওয়ারস্বপ্ন স্বপ্নই থকে গেল,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1240.jpg,পড়ালেখা আয়ি যোবাইল,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1244.jpg,সিংহ আমাকে তাড়া করছে কারণ. sec bath sumo আমার অংক ভুলের জন্যে সে হরিণকে ধরতে পারে নি!,NonPolitical,1,0.058823529411764705,Political,False,Political,False,True,Political
train2230.jpg,"বাবা, ওরা বলছে বেশ হয়েছে বলছে ওরা বিক্ষোভকারীদের পক্ষে mini দুঃখ পাস না ময়ূখ ঝোলা উঠিয়ে চলে যাব আমি তো ফকির মানুষ ফুচু",Political,2,0.08695652173913043,Political,True,Political,True,True,Political
train2095.jpg,রাতে আপনার বাসায় চোর ঢুকেসব নিয়েগেল কিন্তু টিভিটা নিল না কেনঃ আরে আমি তখন স্টার জলসায় সিরিয়াল দেখছিলাম তায ওইটানিতে দেইনি!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0548.jpg,আমিঃ আম্মু অযথা চুলা জ্বালিয়ে রাখছো কে? জানো না অপচয়কারী শয়তানের বোন আম্মুঃ halal memos abdullain mar মাওলানা কথ ক্ম,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0523.jpg,আমি আমীর প্রিয় বন্ধুদেরসাথে মিনিটেরআড্ডী দুঃখী নুটঃ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1144.jpg,"নানু বিরিয়ানী খাব ওকে নানু ভাই jlbulkik নানী কেনো আসেনা নাতিরে খাওয়াব ভালো লাগেনা ,এবার আসুক বিরায়নী সব খেয়ে ফেলব কিছু",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2083.jpg,দলের জেরায় মুখ খুলছেন অর্পিতা ?য় এমাও উদার ঝোটি টাক আরও ঢাকা ভানত গরসবমসঃ রানতোপলিশের ওর কাছে আমি কিছুই লুকাইনি টাকা মিলবে টাকা,Political,1,0.043478260869565216,Political,True,NonPolitical,False,False,Political
train1498.jpg,যখন কোন মেয়ে দিনভোরে খাই খাই করে কন্তু রোগা হওয়ার জন্য ডায়েটকন্ট্রোল করবে বলে ঠিক করে একবারে খায় onoupo memos,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1873.jpg,প্রসঙ্গ যদি হয় ভালোবাসার caesar তাহলে আমার মাই সেরা,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1265.jpg,ছোটরেলায় বন্ধুদের সবচেয়ে ভয়ঙ্কর ডায়ালগ patna una sauna খেলা থেঁকে বাদ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1505.jpg,যখন তূমি পরীক্ষীরী হলে কপি করতে করতে ধরী পডে যাও ছাড়! আই চিন্তা করতাছি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0879.jpg,when you die and realize that you don have return your friend টাকা anymore ব্রাংলী মিম,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2651.jpg,আমি কিন্তু এইবার হন্ডুরাসকেই সাপোর্ট করি! time troll ফেসবুকে!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1670.jpg,"তার শরীরে চারটে টাট্টু আছে হাতে গোল্ডেন ড্রাগন সামুরাই ওয়ারিওর ,যেটা তাকে ভালো ভাগ্য এনে দিয়েছে samar",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0951.jpg,চোষা চোষা চোষা চোহ চো শীতকালে সবচেয়ে বড় শত্রু কি? চৌর্ষী ঘনঘন মুতোধরা চাষা চোম lltizk আজ থেকে কোম্পানি তোর আমি তৌর কর্মচারী,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0921.jpg,জিনিস যা মানুষের রিজিক বৃদ্ধি করে তাহাজ্জুদ নামাজ দান করা আল্লাহকে বেশি তওবা করা বেশি স্মরণ করা,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0868.jpg,আসুন আমার ছেলের সাথে আপনাকে পরিচয় করিয়ে দিই ওর নমহলো গর্বিত রাকেশ সনাতনী উতপাদনমূল্যকমানোর জিন্যেসরকারিঅফিস থেকে ওকেছাঁটাইকিরেছে এখনচাকরিনা পয়েআইটি সেলেরহয়েকাজ করে আরফেসবুক রেসোরকারি কোরলেপারিসেবাভালো হবে লেখো হিন্দু,Political,1,0.037037037037037035,Political,True,NonPolitical,False,False,Political
train0175.jpg,আম্মু তোমার নাটকের মধ্যে এড আসছে নাংঝন এজয আমি ততক্ষণে খেলায় রানটা দেখে নেই,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0710.jpg,"আম্মু পেপে খাবো! সে তো এক বিভীষিকার নাম from seminal চুপ! আজকে থেকে কোন পেপেনাই, শুধু মূলা!",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0126.jpg,মেয়েদের মধ্যে মারামারি লাগা বিদ্যমান মাথার চুল আজ বোধহয় আর রক্ষে নেই,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1112.jpg,লকডাউন লকডাউন শেষে,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1269.jpg,নানু বেঁচে থাকা অবস্থায় নানু বাড়িতে কাটানো দিনগুলোর কথা মনে পড়ার পর আমিঃ hon কিমজইলইইত,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2285.jpg,সে যে বসে আছে একা একা.. binaiirajjii তাতে অমির কি আমি যে শুয়ে আছিএকা একা! laiiiajjiii,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2440.jpg,আমাদের সবারই এরকম বন্ধু আছে যে বলে বিড়ি খাইলে রোযা ভাঙ্গে নী,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0573.jpg,সেমিস্টারেরশুরুতেভাবছিলাম পাশ কিন্তু শপাইলাম বাশ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2162.jpg,"যখন আম আনতে গিয়ে দেখন ছালাও গেছে মনডাঅতি বেজার, ইচ্ছা করতেসে লাফদিয়ে কুয়ার মধ্যে পড়ি!",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2728.jpg,দুম্বা চালে দুম্বা চালে দুম,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1137.jpg,রৌজী রেখে instagram ভুলে ঢুকার পর নাউজুবিল্লাহ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1698.jpg,iltiolil আমাদের তো বিয়ে হল তুমি করে বিয়ে করবা? key aware bach পৃথিবীতে মানুষের জনুই হয় শুধুমাত্র বিয়ের দাওয়াত খাওয়া আর সেলফি তুলে ফেসবুঁকে পোস্ট করার জন্যা কিচু,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0305.jpg,ইঞডি গণিতে ইঞ্চি চটিতে জাতীয় মিমার সমিতি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2047.jpg,পপ্রতি মুখ্যমন্ত্রীর তুলিতে গঙ্গাসাগর কুচচুঢে তো জেলে ফটো কিনবে কো!?,Political,2,0.2,Political,True,Political,True,True,Political
train1624.jpg,যখন কউকে দেখনৌর জন্য ষ্টৌরি দিই এবং স্যখন সটী দেখে lei iiiiieue operation successful,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0926.jpg,ব্রাজিলের জার্সি হলূদ তাই তরকারীতে হলুদ খাওয়া ছাইড়া দিছি! বিয়া বাড়ির প্যান্ডেল নীল সাদা হইলে বাড়িতে দাওয়াত খামু না!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0386.jpg,"জুম্মার নামাজে দানবাক্স আমার সামনে দিয়ে যাওয়ার সময়, যখন আমি দানবাক্সে ধাক্কা দিতে সক্ষম হই বছর বয়সী আমি asia nawab",NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2659.jpg,ভালোবাসী টালোবাসআমিকরবোনীভট meme fox আমিতোশুঘুপেড়ালেখাকরবো,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0546.jpg,ঈদের দিন কাউকে সালাম দেওয়ার পর যখন তিনি পকেট থেকে টাকা বের করা শুরু করেন happy member tub bound pretend গঞ,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2894.jpg,when midnight andy are walking the mohammadpur streets pan এই পথ শেষ হয় নাক্যান?,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train0001.jpg,হরেক রকম চোর দিয়া বানাইছো মেলা পিসি তোমার দরবারে এখন chi এর খেলা,Political,1,0.07692307692307693,Political,True,Political,True,True,Political
train0828.jpg,temp সামনে পশসয়েত ডোটআসছে মাসিমা আমাকে চিনতে পারড়েন তোচ কেন চিনভপারবো না! টিজিতকতবার দেয়েছিটোকার বাতিল নিতে,Political,1,0.0625,Political,True,Political,True,True,Political
train2142.jpg,ভাইয়া আপনার next সিনেমার শুটিং শুটিং কি বিদেশে হবে?? না ভাইয়া এইবার বিদেশে করবো না! তাহলে বাংলাদেশেই শুটিং করছেন? না এইবার শুটিং ইন্ডিয়াতে করবো!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1967.jpg,সকাল টারক্লালস from sem final সোমস্টার ফাইনালয দবিকানি দুপূরঙটরক্লাপস,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1017.jpg,দোস্ত আজকেরৌকনস্টি কিলতু অনেক জমজমাটহইছে হ্যী বতৃআমতমুবারিগুলা সুন্দর সারাবছরের গ্লোনি ভালে গৌলীমি এখসএস aiiiri,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train1531.jpg,আমার কোনো পোস্টে রিয়েক্ট দেয় না তাই তার পোস্ট দেখেও না দেখার ভান করছি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2870.jpg,শবে বরাতের রাতে bangle ববাসায় যা করতেছি জানে অসিলে যা করি,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
train2446.jpg,when finally found the guy who said men women are never equal meme হ্যালো নিজ চোখে আজরাইল কে দেখার জন্য প্রস্তুত হয়ে নে!,NonPolitical,0,0.0,NonPolitical,True,NonPolitical,True,True,NonPolitical
